Año;Tipo territorio;Código territorio;Territorio;Edad;Nacionalidad;Sexo;Valor;Estado dato
2021;Municipios;1821;Villavieja del Lozoya;De 95-99 años;Españoles;Total;1;
2021;Municipios;1837;Zarzalejo;De 95-99 años;Españoles;Total;7;
2021;Zonas Estadísticas;03;Este Metropolitano;De 95-99 años;Españoles;Total;789;
2021;Zonas Estadísticas;01;Municipio de Madrid;De 95-99 años;Españoles;Total;9943;
2021;Zonas Estadísticas;07;Nordeste Comunidad;De 95-99 años;Españoles;Total;73;
2021;Zonas Estadísticas;02;Norte Metropolitano;De 95-99 años;Españoles;Total;541;
2021;Zonas Estadísticas;05;Oeste Metropolitano;De 95-99 años;Españoles;Total;842;
2021;Zonas Estadísticas;11;Sierra Central;De 95-99 años;Españoles;Total;321;
2021;Zonas Estadísticas;06;Sierra Norte;De 95-99 años;Españoles;Total;151;
2021;Zonas Estadísticas;10;Sierra Sur;De 95-99 años;Españoles;Total;117;
2021;Zonas Estadísticas;08;Sudeste Comunidad;De 95-99 años;Españoles;Total;240;
2021;Zonas Estadísticas;09;Sudoeste Comunidad;De 95-99 años;Españoles;Total;279;
2021;Zonas Estadísticas;04;Sur Metropolitano;De 95-99 años;Españoles;Total;1774;
2022;Comunidad de Madrid;;Comunidad de Madrid;De 95-99 años;Españoles;Total;16196;
2022;Municipios;0014;Acebeda (La);De 95-99 años;Españoles;Total;1;
2022;Municipios;0029;Ajalvir;De 95-99 años;Españoles;Total;11;
2022;Municipios;0035;Alameda del Valle;De 95-99 años;Españoles;Total;2;
2022;Municipios;0040;Álamo (El);De 95-99 años;Españoles;Total;65;
2022;Municipios;0053;Alcalá de Henares;De 95-99 años;Españoles;Total;365;
2022;Municipios;0066;Alcobendas;De 95-99 años;Españoles;Total;187;
2022;Municipios;0072;Alcorcón;De 95-99 años;Españoles;Total;335;
2022;Municipios;0088;Aldea del Fresno;De 95-99 años;Españoles;Total;10;
2022;Municipios;0091;Algete;De 95-99 años;Españoles;Total;33;
2022;Municipios;0105;Alpedrete;De 95-99 años;Españoles;Total;23;
2022;Municipios;0112;Ambite;De 95-99 años;Españoles;Total;1;
2022;Municipios;0127;Anchuelo;De 95-99 años;Españoles;Total;3;
2022;Municipios;0133;Aranjuez;De 95-99 años;Españoles;Total;113;
2022;Municipios;0148;Arganda del Rey;De 95-99 años;Españoles;Total;76;
2022;Municipios;0151;Arroyomolinos;De 95-99 años;Españoles;Total;15;
2022;Municipios;0164;Atazar (El);De 95-99 años;Españoles;Total;0;
2022;Municipios;0170;Batres;De 95-99 años;Españoles;Total;3;
2022;Municipios;0186;Becerril de la Sierra;De 95-99 años;Españoles;Total;14;
2022;Municipios;0199;Belmonte de Tajo;De 95-99 años;Españoles;Total;5;
2022;Municipios;0210;Berrueco (El);De 95-99 años;Españoles;Total;1;
2022;Municipios;0203;Berzosa del Lozoya;De 95-99 años;Españoles;Total;5;
2022;Municipios;0225;Boadilla del Monte;De 95-99 años;Españoles;Total;82;
2022;Municipios;0231;Boalo (El);De 95-99 años;Españoles;Total;10;
2022;Municipios;0246;Braojos;De 95-99 años;Españoles;Total;0;
2022;Municipios;0259;Brea de Tajo;De 95-99 años;Españoles;Total;2;
2022;Municipios;0262;Brunete;De 95-99 años;Españoles;Total;22;
2022;Municipios;0278;Buitrago del Lozoya;De 95-99 años;Españoles;Total;14;
2022;Municipios;0284;Bustarviejo;De 95-99 años;Españoles;Total;9;
2022;Municipios;0297;Cabanillas de la Sierra;De 95-99 años;Españoles;Total;0;
2022;Municipios;0301;Cabrera (La);De 95-99 años;Españoles;Total;13;
2022;Municipios;0318;Cadalso de los Vidrios;De 95-99 años;Españoles;Total;10;
2022;Municipios;0323;Camarma de Esteruelas;De 95-99 años;Españoles;Total;2;
2022;Municipios;0339;Campo Real;De 95-99 años;Españoles;Total;16;
2022;Municipios;0344;Canencia;De 95-99 años;Españoles;Total;4;
2022;Municipios;0357;Carabaña;De 95-99 años;Españoles;Total;16;
2022;Municipios;0360;Casarrubuelos;De 95-99 años;Españoles;Total;1;
2022;Municipios;0376;Cenicientos;De 95-99 años;Españoles;Total;12;
2022;Municipios;0382;Cercedilla;De 95-99 años;Españoles;Total;26;
2022;Municipios;0395;Cervera de Buitrago;De 95-99 años;Españoles;Total;1;
2022;Municipios;0513;Chapinería;De 95-99 años;Españoles;Total;9;
2022;Municipios;0528;Chinchón;De 95-99 años;Españoles;Total;18;
2022;Municipios;0409;Ciempozuelos;De 95-99 años;Españoles;Total;63;
2022;Municipios;0416;Cobeña;De 95-99 años;Españoles;Total;11;
2022;Municipios;0468;Collado Mediano;De 95-99 años;Españoles;Total;7;
2022;Municipios;0474;Collado Villalba;De 95-99 años;Españoles;Total;118;
2022;Municipios;0437;Colmenar de Oreja;De 95-99 años;Españoles;Total;23;
2022;Municipios;0421;Colmenar del Arroyo;De 95-99 años;Españoles;Total;3;
2022;Municipios;0455;Colmenar Viejo;De 95-99 años;Españoles;Total;137;
2022;Municipios;0442;Colmenarejo;De 95-99 años;Españoles;Total;13;
2022;Municipios;0480;Corpa;De 95-99 años;Españoles;Total;2;
2022;Municipios;0493;Coslada;De 95-99 años;Españoles;Total;99;
2022;Municipios;0506;Cubas de la Sagra;De 95-99 años;Españoles;Total;16;
2022;Municipios;0534;Daganzo de Arriba;De 95-99 años;Españoles;Total;8;
2022;Municipios;0549;Escorial (El);De 95-99 años;Españoles;Total;39;
2022;Municipios;0552;Estremera;De 95-99 años;Españoles;Total;8;
2022;Municipios;0565;Fresnedillas de la Oliva;De 95-99 años;Españoles;Total;2;
2022;Municipios;0571;Fresno de Torote;De 95-99 años;Españoles;Total;2;
2022;Municipios;0587;Fuenlabrada;De 95-99 años;Españoles;Total;195;
2022;Municipios;0590;Fuente el Saz de Jarama;De 95-99 años;Españoles;Total;15;
2022;Municipios;0604;Fuentidueña de Tajo;De 95-99 años;Españoles;Total;4;
2022;Municipios;0611;Galapagar;De 95-99 años;Españoles;Total;59;
2022;Municipios;0626;Garganta de los Montes;De 95-99 años;Españoles;Total;0;
2022;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;De 95-99 años;Españoles;Total;0;
2022;Municipios;0647;Gascones;De 95-99 años;Españoles;Total;0;
2022;Municipios;0650;Getafe;De 95-99 años;Españoles;Total;264;
2022;Municipios;0663;Griñón;De 95-99 años;Españoles;Total;32;
2022;Municipios;0679;Guadalix de la Sierra;De 95-99 años;Españoles;Total;10;
2022;Municipios;0685;Guadarrama;De 95-99 años;Españoles;Total;49;
2022;Municipios;0698;Hiruela (La);De 95-99 años;Españoles;Total;0;
2022;Municipios;0702;Horcajo de la Sierra-Aoslos;De 95-99 años;Españoles;Total;0;
2022;Municipios;0719;Horcajuelo de la Sierra;De 95-99 años;Españoles;Total;0;
2022;Municipios;0724;Hoyo de Manzanares;De 95-99 años;Españoles;Total;21;
2022;Municipios;0730;Humanes de Madrid;De 95-99 años;Españoles;Total;15;
2022;Municipios;0745;Leganés;De 95-99 años;Españoles;Total;290;
2022;Municipios;0758;Loeches;De 95-99 años;Españoles;Total;6;
2022;Municipios;0761;Lozoya;De 95-99 años;Españoles;Total;4;
2022;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;De 95-99 años;Españoles;Total;5;
2022;Municipios;0783;Madarcos;De 95-99 años;Españoles;Total;0;
2022;Municipios;0796;Madrid;De 95-99 años;Españoles;Total;10600;
2022;Municipios;0800;Majadahonda;De 95-99 años;Españoles;Total;132;
2022;Municipios;0822;Manzanares el Real;De 95-99 años;Españoles;Total;17;
2022;Municipios;0838;Meco;De 95-99 años;Españoles;Total;9;
2022;Municipios;0843;Mejorada del Campo;De 95-99 años;Españoles;Total;27;
2022;Municipios;0856;Miraflores de la Sierra;De 95-99 años;Españoles;Total;7;
2022;Municipios;0869;Molar (El);De 95-99 años;Españoles;Total;9;
2022;Municipios;0875;Molinos (Los);De 95-99 años;Españoles;Total;12;
2022;Municipios;0881;Montejo de la Sierra;De 95-99 años;Españoles;Total;5;
2022;Municipios;0894;Moraleja de Enmedio;De 95-99 años;Españoles;Total;8;
2022;Municipios;0908;Moralzarzal;De 95-99 años;Españoles;Total;23;
2022;Municipios;0915;Morata de Tajuña;De 95-99 años;Españoles;Total;27;
2022;Municipios;0920;Móstoles;De 95-99 años;Españoles;Total;350;
2022;Municipios;0936;Navacerrada;De 95-99 años;Españoles;Total;9;
2022;Municipios;0941;Navalafuente;De 95-99 años;Españoles;Total;2;
2022;Municipios;0954;Navalagamella;De 95-99 años;Españoles;Total;6;
2022;Municipios;0967;Navalcarnero;De 95-99 años;Españoles;Total;66;
2022;Municipios;0973;Navarredonda y San Mamés;De 95-99 años;Españoles;Total;0;
2022;Municipios;0992;Navas del Rey;De 95-99 años;Españoles;Total;8;
2022;Municipios;1006;Nuevo Baztán;De 95-99 años;Españoles;Total;5;
2022;Municipios;1013;Olmeda de las Fuentes;De 95-99 años;Españoles;Total;0;
2022;Municipios;1028;Orusco de Tajuña;De 95-99 años;Españoles;Total;7;
2022;Municipios;1049;Paracuellos de Jarama;De 95-99 años;Españoles;Total;20;
2022;Municipios;1065;Parla;De 95-99 años;Españoles;Total;82;
2022;Municipios;1071;Patones;De 95-99 años;Españoles;Total;7;
2022;Municipios;1087;Pedrezuela;De 95-99 años;Españoles;Total;9;
2022;Municipios;1090;Pelayos de la Presa;De 95-99 años;Españoles;Total;4;
2022;Municipios;1104;Perales de Tajuña;De 95-99 años;Españoles;Total;3;
2022;Municipios;1111;Pezuela de las Torres;De 95-99 años;Españoles;Total;2;
2022;Municipios;1126;Pinilla del Valle;De 95-99 años;Españoles;Total;1;
2022;Municipios;1132;Pinto;De 95-99 años;Españoles;Total;69;
2022;Municipios;1147;Piñuécar-Gandullas;De 95-99 años;Españoles;Total;0;
2022;Municipios;1150;Pozuelo de Alarcón;De 95-99 años;Españoles;Total;193;
2022;Municipios;1163;Pozuelo del Rey;De 95-99 años;Españoles;Total;1;
2022;Municipios;1179;Prádena del Rincón;De 95-99 años;Españoles;Total;1;
2022;Municipios;1185;Puebla de la Sierra;De 95-99 años;Españoles;Total;1;
2022;Municipios;9020;Puentes Viejas;De 95-99 años;Españoles;Total;2;
2022;Municipios;1198;Quijorna;De 95-99 años;Españoles;Total;4;
2022;Municipios;1202;Rascafría;De 95-99 años;Españoles;Total;8;
2022;Municipios;1219;Redueña;De 95-99 años;Españoles;Total;0;
2022;Municipios;1224;Ribatejada;De 95-99 años;Españoles;Total;3;
2022;Municipios;1230;Rivas-Vaciamadrid;De 95-99 años;Españoles;Total;71;
2022;Municipios;1245;Robledillo de la Jara;De 95-99 años;Españoles;Total;1;
2022;Municipios;1258;Robledo de Chavela;De 95-99 años;Españoles;Total;13;
2022;Municipios;1261;Robregordo;De 95-99 años;Españoles;Total;0;
2022;Municipios;1277;Rozas de Madrid (Las);De 95-99 años;Españoles;Total;186;
2022;Municipios;1283;Rozas de Puerto Real;De 95-99 años;Españoles;Total;4;
2022;Municipios;1296;San Agustín del Guadalix;De 95-99 años;Españoles;Total;20;
2022;Municipios;1300;San Fernando de Henares;De 95-99 años;Españoles;Total;59;
2022;Municipios;1317;San Lorenzo de El Escorial;De 95-99 años;Españoles;Total;51;
2022;Municipios;1322;San Martín de la Vega;De 95-99 años;Españoles;Total;22;
2022;Municipios;1338;San Martín de Valdeiglesias;De 95-99 años;Españoles;Total;41;
2022;Municipios;1343;San Sebastián de los Reyes;De 95-99 años;Españoles;Total;104;
2022;Municipios;1356;Santa María de la Alameda;De 95-99 años;Españoles;Total;3;
2022;Municipios;1369;Santorcaz;De 95-99 años;Españoles;Total;0;
2022;Municipios;1375;Santos de la Humosa (Los);De 95-99 años;Españoles;Total;4;
2022;Municipios;1381;Serna del Monte (La);De 95-99 años;Españoles;Total;0;
2022;Municipios;1408;Serranillos del Valle;De 95-99 años;Españoles;Total;7;
2022;Municipios;1415;Sevilla la Nueva;De 95-99 años;Españoles;Total;26;
2022;Municipios;1436;Somosierra;De 95-99 años;Españoles;Total;2;
2022;Municipios;1441;Soto del Real;De 95-99 años;Españoles;Total;23;
2022;Municipios;1454;Talamanca de Jarama;De 95-99 años;Españoles;Total;10;
2022;Municipios;1467;Tielmes;De 95-99 años;Españoles;Total;9;
2022;Municipios;1473;Titulcia;De 95-99 años;Españoles;Total;1;
2022;Municipios;1489;Torrejón de Ardoz;De 95-99 años;Españoles;Total;156;
2022;Municipios;1492;Torrejón de la Calzada;De 95-99 años;Españoles;Total;6;
2022;Municipios;1505;Torrejón de Velasco;De 95-99 años;Españoles;Total;6;
2022;Municipios;1512;Torrelaguna;De 95-99 años;Españoles;Total;20;
2022;Municipios;1527;Torrelodones;De 95-99 años;Españoles;Total;46;
2022;Municipios;1533;Torremocha de Jarama;De 95-99 años;Españoles;Total;18;
2022;Municipios;1548;Torres de la Alameda;De 95-99 años;Españoles;Total;31;
2022;Municipios;9036;Tres Cantos;De 95-99 años;Españoles;Total;95;
2022;Municipios;1551;Valdaracete;De 95-99 años;Españoles;Total;2;
2022;Municipios;1564;Valdeavero;De 95-99 años;Españoles;Total;4;
2022;Municipios;1570;Valdelaguna;De 95-99 años;Españoles;Total;2;
2022;Municipios;1586;Valdemanco;De 95-99 años;Españoles;Total;2;
2022;Municipios;1599;Valdemaqueda;De 95-99 años;Españoles;Total;2;
2022;Municipios;1603;Valdemorillo;De 95-99 años;Españoles;Total;17;
2022;Municipios;1610;Valdemoro;De 95-99 años;Españoles;Total;66;
2022;Municipios;1625;Valdeolmos-Alalpardo;De 95-99 años;Españoles;Total;5;
2022;Municipios;1631;Valdepiélagos;De 95-99 años;Españoles;Total;6;
2022;Municipios;1646;Valdetorres de Jarama;De 95-99 años;Españoles;Total;6;
2022;Municipios;1659;Valdilecha;De 95-99 años;Españoles;Total;11;
2022;Municipios;1662;Valverde de Alcalá;De 95-99 años;Españoles;Total;1;
2022;Municipios;1678;Velilla de San Antonio;De 95-99 años;Españoles;Total;8;
2022;Municipios;1684;Vellón (El);De 95-99 años;Españoles;Total;8;
2022;Municipios;1697;Venturada;De 95-99 años;Españoles;Total;4;
2022;Municipios;1718;Villa del Prado;De 95-99 años;Españoles;Total;21;
2022;Municipios;1701;Villaconejos;De 95-99 años;Españoles;Total;7;
2022;Municipios;1723;Villalbilla;De 95-99 años;Españoles;Total;19;
2022;Municipios;1739;Villamanrique de Tajo;De 95-99 años;Españoles;Total;3;
2022;Municipios;1744;Villamanta;De 95-99 años;Españoles;Total;16;
2022;Municipios;1757;Villamantilla;De 95-99 años;Españoles;Total;2;
2022;Municipios;1760;Villanueva de la Cañada;De 95-99 años;Españoles;Total;40;
2022;Municipios;1782;Villanueva de Perales;De 95-99 años;Españoles;Total;3;
2022;Municipios;1776;Villanueva del Pardillo;De 95-99 años;Españoles;Total;15;
2022;Municipios;1795;Villar del Olmo;De 95-99 años;Españoles;Total;3;
2022;Municipios;1809;Villarejo de Salvanés;De 95-99 años;Españoles;Total;18;
2022;Municipios;1816;Villaviciosa de Odón;De 95-99 años;Españoles;Total;66;
2022;Municipios;1821;Villavieja del Lozoya;De 95-99 años;Españoles;Total;1;
2022;Municipios;1837;Zarzalejo;De 95-99 años;Españoles;Total;9;
2022;Zonas Estadísticas;03;Este Metropolitano;De 95-99 años;Españoles;Total;892;
2022;Zonas Estadísticas;01;Municipio de Madrid;De 95-99 años;Españoles;Total;10600;
2022;Zonas Estadísticas;07;Nordeste Comunidad;De 95-99 años;Españoles;Total;79;
2022;Zonas Estadísticas;02;Norte Metropolitano;De 95-99 años;Españoles;Total;587;
2022;Zonas Estadísticas;05;Oeste Metropolitano;De 95-99 años;Españoles;Total;965;
2022;Zonas Estadísticas;11;Sierra Central;De 95-99 años;Españoles;Total;355;
2022;Zonas Estadísticas;06;Sierra Norte;De 95-99 años;Españoles;Total;161;
2022;Zonas Estadísticas;10;Sierra Sur;De 95-99 años;Españoles;Total;126;
2022;Zonas Estadísticas;08;Sudeste Comunidad;De 95-99 años;Españoles;Total;260;
2022;Zonas Estadísticas;09;Sudoeste Comunidad;De 95-99 años;Españoles;Total;307;
2022;Zonas Estadísticas;04;Sur Metropolitano;De 95-99 años;Españoles;Total;1864;
2023;Comunidad de Madrid;;Comunidad de Madrid;De 95-99 años;Españoles;Total;16874;
2023;Municipios;0014;Acebeda (La);De 95-99 años;Españoles;Total;2;
2023;Municipios;0029;Ajalvir;De 95-99 años;Españoles;Total;9;
2023;Municipios;0035;Alameda del Valle;De 95-99 años;Españoles;Total;0;
2023;Municipios;0040;Álamo (El);De 95-99 años;Españoles;Total;61;
2023;Municipios;0053;Alcalá de Henares;De 95-99 años;Españoles;Total;394;
2023;Municipios;0066;Alcobendas;De 95-99 años;Españoles;Total;187;
2023;Municipios;0072;Alcorcón;De 95-99 años;Españoles;Total;352;
2023;Municipios;0088;Aldea del Fresno;De 95-99 años;Españoles;Total;9;
2023;Municipios;0091;Algete;De 95-99 años;Españoles;Total;34;
2023;Municipios;0105;Alpedrete;De 95-99 años;Españoles;Total;21;
2023;Municipios;0112;Ambite;De 95-99 años;Españoles;Total;1;
2023;Municipios;0127;Anchuelo;De 95-99 años;Españoles;Total;2;
2023;Municipios;0133;Aranjuez;De 95-99 años;Españoles;Total;110;
2023;Municipios;0148;Arganda del Rey;De 95-99 años;Españoles;Total;77;
2023;Municipios;0151;Arroyomolinos;De 95-99 años;Españoles;Total;13;
2023;Municipios;0164;Atazar (El);De 95-99 años;Españoles;Total;0;
2023;Municipios;0170;Batres;De 95-99 años;Españoles;Total;2;
2023;Municipios;0186;Becerril de la Sierra;De 95-99 años;Españoles;Total;13;
2023;Municipios;0199;Belmonte de Tajo;De 95-99 años;Españoles;Total;4;
2023;Municipios;0210;Berrueco (El);De 95-99 años;Españoles;Total;2;
2023;Municipios;0203;Berzosa del Lozoya;De 95-99 años;Españoles;Total;5;
2023;Municipios;0225;Boadilla del Monte;De 95-99 años;Españoles;Total;85;
2023;Municipios;0231;Boalo (El);De 95-99 años;Españoles;Total;8;
2023;Municipios;0246;Braojos;De 95-99 años;Españoles;Total;0;
2023;Municipios;0259;Brea de Tajo;De 95-99 años;Españoles;Total;2;
2023;Municipios;0262;Brunete;De 95-99 años;Españoles;Total;19;
2023;Municipios;0278;Buitrago del Lozoya;De 95-99 años;Españoles;Total;13;
2023;Municipios;0284;Bustarviejo;De 95-99 años;Españoles;Total;10;
2023;Municipios;0297;Cabanillas de la Sierra;De 95-99 años;Españoles;Total;1;
2023;Municipios;0301;Cabrera (La);De 95-99 años;Españoles;Total;11;
2023;Municipios;0318;Cadalso de los Vidrios;De 95-99 años;Españoles;Total;7;
2023;Municipios;0323;Camarma de Esteruelas;De 95-99 años;Españoles;Total;5;
2023;Municipios;0339;Campo Real;De 95-99 años;Españoles;Total;14;
2023;Municipios;0344;Canencia;De 95-99 años;Españoles;Total;2;
2023;Municipios;0357;Carabaña;De 95-99 años;Españoles;Total;15;
2023;Municipios;0360;Casarrubuelos;De 95-99 años;Españoles;Total;4;
2023;Municipios;0376;Cenicientos;De 95-99 años;Españoles;Total;15;
2023;Municipios;0382;Cercedilla;De 95-99 años;Españoles;Total;28;
2023;Municipios;0395;Cervera de Buitrago;De 95-99 años;Españoles;Total;1;
2023;Municipios;0513;Chapinería;De 95-99 años;Españoles;Total;8;
2023;Municipios;0528;Chinchón;De 95-99 años;Españoles;Total;19;
2023;Municipios;0409;Ciempozuelos;De 95-99 años;Españoles;Total;71;
2023;Municipios;0416;Cobeña;De 95-99 años;Españoles;Total;11;
2023;Municipios;0468;Collado Mediano;De 95-99 años;Españoles;Total;7;
2023;Municipios;0474;Collado Villalba;De 95-99 años;Españoles;Total;130;
2023;Municipios;0437;Colmenar de Oreja;De 95-99 años;Españoles;Total;19;
2023;Municipios;0421;Colmenar del Arroyo;De 95-99 años;Españoles;Total;4;
2023;Municipios;0455;Colmenar Viejo;De 95-99 años;Españoles;Total;131;
2023;Municipios;0442;Colmenarejo;De 95-99 años;Españoles;Total;13;
2023;Municipios;0480;Corpa;De 95-99 años;Españoles;Total;1;
2023;Municipios;0493;Coslada;De 95-99 años;Españoles;Total;111;
2023;Municipios;0506;Cubas de la Sagra;De 95-99 años;Españoles;Total;17;
2023;Municipios;0534;Daganzo de Arriba;De 95-99 años;Españoles;Total;5;
2023;Municipios;0549;Escorial (El);De 95-99 años;Españoles;Total;46;
2023;Municipios;0552;Estremera;De 95-99 años;Españoles;Total;11;
2023;Municipios;0565;Fresnedillas de la Oliva;De 95-99 años;Españoles;Total;3;
2023;Municipios;0571;Fresno de Torote;De 95-99 años;Españoles;Total;2;
2023;Municipios;0587;Fuenlabrada;De 95-99 años;Españoles;Total;220;
